unit,s_adj,na_item,geo,time,values,nace_r2,p_adj,cpa2_1
CLV05_MEUR,SCA,GValueAddArts,AT,2011-01-01,1700.4,R-U,NA,NA
CLV05_MEUR,SCA,GValueAddArts,AT,2010-10-01,1684.5,R-U,NA,NA
CLV05_MEUR,SCA,GValueAddArts,AT,2010-07-01,1684.7,R-U,NA,NA
CLV05_MEUR,SCA,GValueAddArts,AT,2010-04-01,1705.7,R-U,NA,NA
CLV05_MEUR,SCA,GValueAddArts,AT,2010-01-01,1693.1,R-U,NA,NA
THS_T,NA,Emissions,AT,2022-04-01,18181.754,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2022-01-01,20161.939,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2021-10-01,20178.428,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2021-07-01,16963.771,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2021-04-01,17177.736,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2021-01-01,18316.613,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2020-10-01,18458.726,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2020-07-01,15866.604,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2020-04-01,14053.534,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2020-01-01,19421.773,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2019-10-01,19839.245,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2019-07-01,17824.916,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2019-04-01,18387.113,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2019-01-01,19502.304,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2018-10-01,19525.694,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2018-07-01,16210.749,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2018-04-01,16619.64,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2018-01-01,19891.248,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2017-10-01,19721.889,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2017-07-01,17043.284,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2017-04-01,17566.126,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2017-01-01,20614.49,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2016-10-01,19891.846,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2016-07-01,15881.477,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2016-04-01,16841.675,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2016-01-01,19107.914,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2015-10-01,19253.129,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2015-07-01,16441.455,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2015-04-01,16817.072,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2015-01-01,19304.211,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2014-10-01,18849.248,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2014-07-01,16254.871,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2014-04-01,16812.928,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2014-01-01,18577.006,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2013-10-01,19512.164,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2013-07-01,16778.213,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2013-04-01,17427.982,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2013-01-01,20213.415,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2012-10-01,20184.817,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2012-07-01,16945.568,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2012-04-01,17544.853,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2012-01-01,20773.034,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2011-10-01,20800.775,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2011-07-01,17717.619,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2011-04-01,18760.705,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2011-01-01,21810.296,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2010-10-01,22495.846,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2010-07-01,18594.381,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2010-04-01,18935.559,TOTAL_HH,NA,NA
THS_T,NA,Emissions,AT,2010-01-01,21486.007,TOTAL_HH,NA,NA
I16,SCA,LabCostManuf,AT,2022-04-01,118.5,C,NV,NA
I16,SCA,LabCostManuf,AT,2022-01-01,117.7,C,NV,NA
I16,SCA,LabCostManuf,AT,2021-10-01,116.5,C,NV,NA
I16,SCA,LabCostManuf,AT,2021-07-01,114.8,C,NV,NA
I16,SCA,LabCostManuf,AT,2021-04-01,111.9,C,NV,NA
I16,SCA,LabCostManuf,AT,2021-01-01,110.6,C,NV,NA
I16,SCA,LabCostManuf,AT,2020-10-01,113.7,C,NV,NA
I16,SCA,LabCostManuf,AT,2020-07-01,109.2,C,NV,NA
I16,SCA,LabCostManuf,AT,2020-04-01,112.6,C,NV,NA
I16,SCA,LabCostManuf,AT,2020-01-01,110.8,C,NV,NA
I16,SCA,LabCostManuf,AT,2019-10-01,109.8,C,NV,NA
I16,SCA,LabCostManuf,AT,2019-07-01,109.2,C,NV,NA
I16,SCA,LabCostManuf,AT,2019-04-01,108.6,C,NV,NA
I16,SCA,LabCostManuf,AT,2019-01-01,107.2,C,NV,NA
I16,SCA,LabCostManuf,AT,2018-10-01,106.1,C,NV,NA
I16,SCA,LabCostManuf,AT,2018-07-01,104.8,C,NV,NA
I16,SCA,LabCostManuf,AT,2018-04-01,104.7,C,NV,NA
I16,SCA,LabCostManuf,AT,2018-01-01,104.3,C,NV,NA
I16,SCA,LabCostManuf,AT,2017-10-01,102.3,C,NV,NA
I16,SCA,LabCostManuf,AT,2017-07-01,101.5,C,NV,NA
I16,SCA,LabCostManuf,AT,2017-04-01,100.9,C,NV,NA
I16,SCA,LabCostManuf,AT,2017-01-01,101,C,NV,NA
I16,SCA,LabCostManuf,AT,2016-10-01,100.7,C,NV,NA
I16,SCA,LabCostManuf,AT,2016-07-01,100.4,C,NV,NA
I16,SCA,LabCostManuf,AT,2016-04-01,99.6,C,NV,NA
I16,SCA,LabCostManuf,AT,2016-01-01,99.2,C,NV,NA
I16,SCA,LabCostManuf,AT,2015-10-01,99.1,C,NV,NA
I16,SCA,LabCostManuf,AT,2015-07-01,98.1,C,NV,NA
I16,SCA,LabCostManuf,AT,2015-04-01,97.7,C,NV,NA
I16,SCA,LabCostManuf,AT,2015-01-01,97.5,C,NV,NA
I16,SCA,LabCostManuf,AT,2014-10-01,97,C,NV,NA
I16,SCA,LabCostManuf,AT,2014-07-01,96.7,C,NV,NA
I16,SCA,LabCostManuf,AT,2014-04-01,96,C,NV,NA
I16,SCA,LabCostManuf,AT,2014-01-01,94.1,C,NV,NA
I16,SCA,LabCostManuf,AT,2013-10-01,94.3,C,NV,NA
I16,SCA,LabCostManuf,AT,2013-07-01,93.7,C,NV,NA
I16,SCA,LabCostManuf,AT,2013-04-01,93.4,C,NV,NA
I16,SCA,LabCostManuf,AT,2013-01-01,92.3,C,NV,NA
I16,SCA,LabCostManuf,AT,2012-10-01,91.4,C,NV,NA
I16,SCA,LabCostManuf,AT,2012-07-01,91.3,C,NV,NA
I16,SCA,LabCostManuf,AT,2012-04-01,90.5,C,NV,NA
I16,SCA,LabCostManuf,AT,2012-01-01,88.7,C,NV,NA
I16,SCA,LabCostManuf,AT,2011-10-01,88.5,C,NV,NA
I16,SCA,LabCostManuf,AT,2011-07-01,87.5,C,NV,NA
I16,SCA,LabCostManuf,AT,2011-04-01,86.9,C,NV,NA
I16,SCA,LabCostManuf,AT,2011-01-01,86.8,C,NV,NA
I16,SCA,LabCostManuf,AT,2010-10-01,86.6,C,NV,NA
I16,SCA,LabCostManuf,AT,2010-07-01,85.3,C,NV,NA
I16,SCA,LabCostManuf,AT,2010-04-01,84.6,C,NV,NA
I16,SCA,LabCostManuf,AT,2010-01-01,85,C,NV,NA
I16,SCA,LabCostConstr,AT,2022-04-01,118.4,F,NV,NA
I16,SCA,LabCostConstr,AT,2022-01-01,116.9,F,NV,NA
I16,SCA,LabCostConstr,AT,2021-10-01,116.6,F,NV,NA
I16,SCA,LabCostConstr,AT,2021-07-01,114.7,F,NV,NA
I16,SCA,LabCostConstr,AT,2021-04-01,112.3,F,NV,NA
I16,SCA,LabCostConstr,AT,2021-01-01,110,F,NV,NA
I16,SCA,LabCostConstr,AT,2020-10-01,112.4,F,NV,NA
I16,SCA,LabCostConstr,AT,2020-07-01,109.9,F,NV,NA
I16,SCA,LabCostConstr,AT,2020-04-01,111.1,F,NV,NA
I16,SCA,LabCostConstr,AT,2020-01-01,116.9,F,NV,NA
I16,SCA,LabCostConstr,AT,2019-10-01,107.9,F,NV,NA
I16,SCA,LabCostConstr,AT,2019-07-01,109.1,F,NV,NA
I16,SCA,LabCostConstr,AT,2019-04-01,108.6,F,NV,NA
I16,SCA,LabCostConstr,AT,2019-01-01,105.5,F,NV,NA
I16,SCA,LabCostConstr,AT,2018-10-01,104.4,F,NV,NA
I16,SCA,LabCostConstr,AT,2018-07-01,104.2,F,NV,NA
I16,SCA,LabCostConstr,AT,2018-04-01,103.8,F,NV,NA
I16,SCA,LabCostConstr,AT,2018-01-01,104.6,F,NV,NA
I16,SCA,LabCostConstr,AT,2017-10-01,101,F,NV,NA
I16,SCA,LabCostConstr,AT,2017-07-01,101.4,F,NV,NA
I16,SCA,LabCostConstr,AT,2017-04-01,100.5,F,NV,NA
I16,SCA,LabCostConstr,AT,2017-01-01,101.3,F,NV,NA
I16,SCA,LabCostConstr,AT,2016-10-01,100.8,F,NV,NA
I16,SCA,LabCostConstr,AT,2016-07-01,99.6,F,NV,NA
I16,SCA,LabCostConstr,AT,2016-04-01,99.7,F,NV,NA
I16,SCA,LabCostConstr,AT,2016-01-01,100,F,NV,NA
I16,SCA,LabCostConstr,AT,2015-10-01,100.1,F,NV,NA
I16,SCA,LabCostConstr,AT,2015-07-01,98.8,F,NV,NA
I16,SCA,LabCostConstr,AT,2015-04-01,98.9,F,NV,NA
I16,SCA,LabCostConstr,AT,2015-01-01,98,F,NV,NA
I16,SCA,LabCostConstr,AT,2014-10-01,97.1,F,NV,NA
I16,SCA,LabCostConstr,AT,2014-07-01,97.6,F,NV,NA
I16,SCA,LabCostConstr,AT,2014-04-01,96,F,NV,NA
I16,SCA,LabCostConstr,AT,2014-01-01,93.7,F,NV,NA
I16,SCA,LabCostConstr,AT,2013-10-01,92.3,F,NV,NA
I16,SCA,LabCostConstr,AT,2013-07-01,92.1,F,NV,NA
I16,SCA,LabCostConstr,AT,2013-04-01,91.5,F,NV,NA
I16,SCA,LabCostConstr,AT,2013-01-01,91.5,F,NV,NA
I16,SCA,LabCostConstr,AT,2012-10-01,90.8,F,NV,NA
I16,SCA,LabCostConstr,AT,2012-07-01,89.8,F,NV,NA
I16,SCA,LabCostConstr,AT,2012-04-01,89.8,F,NV,NA
I16,SCA,LabCostConstr,AT,2012-01-01,88.9,F,NV,NA
I16,SCA,LabCostConstr,AT,2011-10-01,87.8,F,NV,NA
I16,SCA,LabCostConstr,AT,2011-07-01,87.4,F,NV,NA
I16,SCA,LabCostConstr,AT,2011-04-01,86.1,F,NV,NA
I16,SCA,LabCostConstr,AT,2011-01-01,85.6,F,NV,NA
I16,SCA,LabCostConstr,AT,2010-10-01,87.6,F,NV,NA
I16,SCA,LabCostConstr,AT,2010-07-01,85.5,F,NV,NA
I16,SCA,LabCostConstr,AT,2010-04-01,85,F,NV,NA
I16,SCA,LabCostConstr,AT,2010-01-01,86.1,F,NV,NA
I16,SCA,LabCostService,AT,2022-04-01,124.4,G-N,NV,NA
I16,SCA,LabCostService,AT,2022-01-01,122,G-N,NV,NA
I16,SCA,LabCostService,AT,2021-10-01,125.4,G-N,NV,NA
I16,SCA,LabCostService,AT,2021-07-01,120.3,G-N,NV,NA
I16,SCA,LabCostService,AT,2021-04-01,116.5,G-N,NV,NA
I16,SCA,LabCostService,AT,2021-01-01,115.7,G-N,NV,NA
I16,SCA,LabCostService,AT,2020-10-01,122.6,G-N,NV,NA
I16,SCA,LabCostService,AT,2020-07-01,113.3,G-N,NV,NA
I16,SCA,LabCostService,AT,2020-04-01,120.3,G-N,NV,NA
I16,SCA,LabCostService,AT,2020-01-01,120.2,G-N,NV,NA
I16,SCA,LabCostService,AT,2019-10-01,109.9,G-N,NV,NA
I16,SCA,LabCostService,AT,2019-07-01,111.4,G-N,NV,NA
I16,SCA,LabCostService,AT,2019-04-01,112.7,G-N,NV,NA
I16,SCA,LabCostService,AT,2019-01-01,108.8,G-N,NV,NA
I16,SCA,LabCostService,AT,2018-10-01,108.7,G-N,NV,NA
I16,SCA,LabCostService,AT,2018-07-01,109.2,G-N,NV,NA
I16,SCA,LabCostService,AT,2018-04-01,108,G-N,NV,NA
I16,SCA,LabCostService,AT,2018-01-01,106.9,G-N,NV,NA
I16,SCA,LabCostService,AT,2017-10-01,105.5,G-N,NV,NA
I16,SCA,LabCostService,AT,2017-07-01,105.7,G-N,NV,NA
I16,SCA,LabCostService,AT,2017-04-01,104.6,G-N,NV,NA
I16,SCA,LabCostService,AT,2017-01-01,102,G-N,NV,NA
I16,SCA,LabCostService,AT,2016-10-01,101.8,G-N,NV,NA
I16,SCA,LabCostService,AT,2016-07-01,99.9,G-N,NV,NA
I16,SCA,LabCostService,AT,2016-04-01,97.9,G-N,NV,NA
I16,SCA,LabCostService,AT,2016-01-01,100.3,G-N,NV,NA
I16,SCA,LabCostService,AT,2015-10-01,101.8,G-N,NV,NA
I16,SCA,LabCostService,AT,2015-07-01,97.9,G-N,NV,NA
I16,SCA,LabCostService,AT,2015-04-01,98.8,G-N,NV,NA
I16,SCA,LabCostService,AT,2015-01-01,99.4,G-N,NV,NA
I16,SCA,LabCostService,AT,2014-10-01,96.1,G-N,NV,NA
I16,SCA,LabCostService,AT,2014-07-01,96.2,G-N,NV,NA
I16,SCA,LabCostService,AT,2014-04-01,96.8,G-N,NV,NA
I16,SCA,LabCostService,AT,2014-01-01,94.7,G-N,NV,NA
I16,SCA,LabCostService,AT,2013-10-01,93.8,G-N,NV,NA
I16,SCA,LabCostService,AT,2013-07-01,96.2,G-N,NV,NA
I16,SCA,LabCostService,AT,2013-04-01,92.9,G-N,NV,NA
I16,SCA,LabCostService,AT,2013-01-01,92.5,G-N,NV,NA
I16,SCA,LabCostService,AT,2012-10-01,92.3,G-N,NV,NA
I16,SCA,LabCostService,AT,2012-07-01,91.5,G-N,NV,NA
I16,SCA,LabCostService,AT,2012-04-01,91.9,G-N,NV,NA
I16,SCA,LabCostService,AT,2012-01-01,89.3,G-N,NV,NA
I16,SCA,LabCostService,AT,2011-10-01,88.3,G-N,NV,NA
I16,SCA,LabCostService,AT,2011-07-01,88.1,G-N,NV,NA
I16,SCA,LabCostService,AT,2011-04-01,86.7,G-N,NV,NA
I16,SCA,LabCostService,AT,2011-01-01,85.5,G-N,NV,NA
I16,SCA,LabCostService,AT,2010-10-01,87.8,G-N,NV,NA
I16,SCA,LabCostService,AT,2010-07-01,84.3,G-N,NV,NA
I16,SCA,LabCostService,AT,2010-04-01,83.6,G-N,NV,NA
I16,SCA,LabCostService,AT,2010-01-01,83.1,G-N,NV,NA
I15,SCA,BuildingPermits,AT,2022-04-01,78.7,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2022-01-01,82.8,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2021-10-01,89.8,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2021-07-01,96.4,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2021-04-01,109.1,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2021-01-01,121.8,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2020-10-01,114.4,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2020-07-01,103.4,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2020-04-01,86.8,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2020-01-01,86.7,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2019-10-01,118.8,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2019-07-01,105.3,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2019-04-01,108.2,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2019-01-01,106.9,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2018-10-01,96.2,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2018-07-01,97.5,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2018-04-01,103.4,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2018-01-01,105.6,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2017-10-01,110.3,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2017-07-01,112.2,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2017-04-01,102.7,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2017-01-01,102.8,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2016-10-01,92.2,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2016-07-01,100.4,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2016-04-01,111.1,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2016-01-01,92.5,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2015-10-01,112.7,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2015-07-01,99.5,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2015-04-01,97.7,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2015-01-01,90,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2014-10-01,102.1,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2014-07-01,86.5,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2014-04-01,85.5,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2014-01-01,92,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2013-10-01,86.7,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2013-07-01,87.9,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2013-04-01,82.3,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2013-01-01,86,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2012-10-01,84.1,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2012-07-01,83.7,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2012-04-01,86.1,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2012-01-01,81.4,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2011-10-01,102,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2011-07-01,104.6,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2011-04-01,86.7,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2011-01-01,93.9,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2010-10-01,86.7,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2010-07-01,91.3,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2010-04-01,91.1,NA,NA,CPA_F41001_41002
I15,SCA,BuildingPermits,AT,2010-01-01,82.1,NA,NA,CPA_F41001_41002
