unit,s_adj,nace_r2,na_item,geo,time,values
I15,NA,NA,HICP_Gas,AT,2002-07-01,193.83999999999997
I15,NA,NA,HICP_Gas,AT,2002-10-01,194.91
I15,NA,NA,HICP_Gas,AT,2003-01-01,192.60000000000002
I15,NA,NA,HICP_Gas,AT,2003-04-01,195.3
I15,NA,NA,HICP_Gas,AT,2003-07-01,199.4
I15,NA,NA,HICP_Gas,AT,2003-10-01,197.85000000000002
I15,NA,NA,HICP_Gas,AT,2004-01-01,206.99
I15,NA,NA,HICP_Gas,AT,2004-04-01,207.12
I15,NA,NA,HICP_Gas,AT,2004-07-01,206.76
I15,NA,NA,HICP_Gas,AT,2004-10-01,207.66000000000003
I15,NA,NA,HICP_Gas,AT,2005-01-01,216.39
I15,NA,NA,HICP_Gas,AT,2005-04-01,216.66
I15,NA,NA,HICP_Gas,AT,2005-07-01,217.87
I15,NA,NA,HICP_Gas,AT,2005-10-01,228.56
I15,NA,NA,HICP_Gas,AT,2006-01-01,230.88
I15,NA,NA,HICP_Gas,AT,2006-04-01,232.64999999999998
I15,NA,NA,HICP_Gas,AT,2006-07-01,233.55
I15,NA,NA,HICP_Gas,AT,2006-10-01,237.15999999999997
I15,NA,NA,HICP_Gas,AT,2007-01-01,254.76999999999998
I15,NA,NA,HICP_Gas,AT,2007-04-01,254.79000000000002
I15,NA,NA,HICP_Gas,AT,2007-07-01,251.19
I15,NA,NA,HICP_Gas,AT,2007-10-01,251.19
I15,NA,NA,HICP_Gas,AT,2008-01-01,252.99
I15,NA,NA,HICP_Gas,AT,2008-04-01,253.14
I15,NA,NA,HICP_Gas,AT,2008-07-01,253.26999999999998
I15,NA,NA,HICP_Gas,AT,2008-10-01,281.89
I15,NA,NA,HICP_Gas,AT,2009-01-01,292.09000000000003
I15,NA,NA,HICP_Gas,AT,2009-04-01,277.32
I15,NA,NA,HICP_Gas,AT,2009-07-01,275.96999999999997
I15,NA,NA,HICP_Gas,AT,2009-10-01,265.87
I15,NA,NA,HICP_Gas,AT,2010-01-01,265.21
I15,NA,NA,HICP_Gas,AT,2010-04-01,265.04999999999995
I15,NA,NA,HICP_Gas,AT,2010-07-01,265.20000000000005
I15,NA,NA,HICP_Gas,AT,2010-10-01,265.85
I15,NA,NA,HICP_Gas,AT,2011-01-01,272.01
I15,NA,NA,HICP_Gas,AT,2011-04-01,287.57
I15,NA,NA,HICP_Gas,AT,2011-07-01,293.46000000000004
I15,NA,NA,HICP_Gas,AT,2011-10-01,301.23
I15,NA,NA,HICP_Gas,AT,2012-01-01,302.74
I15,NA,NA,HICP_Gas,AT,2012-04-01,302.90999999999997
I15,NA,NA,HICP_Gas,AT,2012-07-01,302.90999999999997
I15,NA,NA,HICP_Gas,AT,2012-10-01,302.90999999999997
I15,NA,NA,HICP_Gas,AT,2013-01-01,302.88
I15,NA,NA,HICP_Gas,AT,2013-04-01,302.94
I15,NA,NA,HICP_Gas,AT,2013-07-01,302.94
I15,NA,NA,HICP_Gas,AT,2013-10-01,299.54999999999995
I15,NA,NA,HICP_Gas,AT,2014-01-01,301.44
I15,NA,NA,HICP_Gas,AT,2014-04-01,301.44
I15,NA,NA,HICP_Gas,AT,2014-07-01,301.44
I15,NA,NA,HICP_Gas,AT,2014-10-01,301.44
I15,NA,NA,HICP_Gas,AT,2015-01-01,302.54999999999995
I15,NA,NA,HICP_Gas,AT,2015-04-01,300.75
I15,NA,NA,HICP_Gas,AT,2015-07-01,300.75
I15,NA,NA,HICP_Gas,AT,2015-10-01,295.95000000000005
I15,NA,NA,HICP_Gas,AT,2016-01-01,300.39
I15,NA,NA,HICP_Gas,AT,2016-04-01,295.74
I15,NA,NA,HICP_Gas,AT,2016-07-01,293.67
I15,NA,NA,HICP_Gas,AT,2016-10-01,287.85
I15,NA,NA,HICP_Gas,AT,2017-01-01,290.03999999999996
I15,NA,NA,HICP_Gas,AT,2017-04-01,289.79999999999995
I15,NA,NA,HICP_Gas,AT,2017-07-01,289.79999999999995
I15,NA,NA,HICP_Gas,AT,2017-10-01,289.79999999999995
I15,NA,NA,HICP_Gas,AT,2018-01-01,272.49
I15,NA,NA,HICP_Gas,AT,2018-04-01,272.49
I15,NA,NA,HICP_Gas,AT,2018-07-01,273.15
I15,NA,NA,HICP_Gas,AT,2018-10-01,280.39
I15,NA,NA,HICP_Gas,AT,2019-01-01,275.64
I15,NA,NA,HICP_Gas,AT,2019-04-01,275.95
I15,NA,NA,HICP_Gas,AT,2019-07-01,277.01
I15,NA,NA,HICP_Gas,AT,2019-10-01,277.23
I15,NA,NA,HICP_Gas,AT,2020-01-01,273.15
I15,NA,NA,HICP_Gas,AT,2020-04-01,273.15
I15,NA,NA,HICP_Gas,AT,2020-07-01,272.28999999999996
I15,NA,NA,HICP_Gas,AT,2020-10-01,270.57
I15,NA,NA,HICP_Gas,AT,2021-01-01,275.82
I15,NA,NA,HICP_Gas,AT,2021-04-01,277.27
I15,NA,NA,HICP_Gas,AT,2021-07-01,293.33
I15,NA,NA,HICP_Gas,AT,2021-10-01,328.17
I15,NA,NA,HICP_Gas,AT,2022-01-01,428.5
I15,NA,NA,HICP_Gas,AT,2022-04-01,480.6
I15,NA,NA,HICP_Gas,AT,2022-07-01,544.29
I15,NA,NA,HICP_Gas,AT,2022-10-01,671.4
I15,NA,NA,HICP_Gas,AT,2023-01-01,737.12
I15,NA,NA,HICP_Gas,AT,2023-04-01,840.21
I15,NA,NA,HICP_Gas,AT,2023-07-01,865.9300000000001
I15,NA,NA,HICP_Gas,AT,2023-10-01,833.23
I15,NA,NA,HICP_Gas,AT,2024-01-01,775.12
I15,NA,NA,HICP_Gas,AT,2024-04-01,711.22
NR,NA,NA,HDD,AT,1979-01-01,1699.6
NR,NA,NA,HDD,AT,1979-04-01,643.67
NR,NA,NA,HDD,AT,1979-07-01,308.23
NR,NA,NA,HDD,AT,1979-10-01,1302.33
NR,NA,NA,HDD,AT,1980-01-01,1676.39
NR,NA,NA,HDD,AT,1980-04-01,799.8199999999999
NR,NA,NA,HDD,AT,1980-07-01,263.61
NR,NA,NA,HDD,AT,1980-10-01,1485.56
NR,NA,NA,HDD,AT,1981-01-01,1652.8600000000001
NR,NA,NA,HDD,AT,1981-04-01,586.7
NR,NA,NA,HDD,AT,1981-07-01,260.06
NR,NA,NA,HDD,AT,1981-10-01,1413.99
NR,NA,NA,HDD,AT,1982-01-01,1724.84
NR,NA,NA,HDD,AT,1982-04-01,643.93
NR,NA,NA,HDD,AT,1982-07-01,140.89
NR,NA,NA,HDD,AT,1982-10-01,1271.58
NR,NA,NA,HDD,AT,1983-01-01,1566.3600000000001
NR,NA,NA,HDD,AT,1983-04-01,562.29
NR,NA,NA,HDD,AT,1983-07-01,193.45999999999998
NR,NA,NA,HDD,AT,1983-10-01,1407.1100000000001
NR,NA,NA,HDD,AT,1984-01-01,1736.4299999999998
NR,NA,NA,HDD,AT,1984-04-01,730.51
NR,NA,NA,HDD,AT,1984-07-01,323.22
NR,NA,NA,HDD,AT,1984-10-01,1284.4499999999998
NR,NA,NA,HDD,AT,1985-01-01,1896.1599999999999
NR,NA,NA,HDD,AT,1985-04-01,645.69
NR,NA,NA,HDD,AT,1985-07-01,205.82
NR,NA,NA,HDD,AT,1985-10-01,1370.65
NR,NA,NA,HDD,AT,1986-01-01,1843.47
NR,NA,NA,HDD,AT,1986-04-01,544.86
NR,NA,NA,HDD,AT,1986-07-01,283.85
NR,NA,NA,HDD,AT,1986-10-01,1335.35
NR,NA,NA,HDD,AT,1987-01-01,1933.17
NR,NA,NA,HDD,AT,1987-04-01,683.75
NR,NA,NA,HDD,AT,1987-07-01,181.91
NR,NA,NA,HDD,AT,1987-10-01,1257.6499999999999
NR,NA,NA,HDD,AT,1988-01-01,1579.5300000000002
NR,NA,NA,HDD,AT,1988-04-01,570.84
NR,NA,NA,HDD,AT,1988-07-01,234.87
NR,NA,NA,HDD,AT,1988-10-01,1345.76
NR,NA,NA,HDD,AT,1989-01-01,1382.78
NR,NA,NA,HDD,AT,1989-04-01,623.69
NR,NA,NA,HDD,AT,1989-07-01,249.62
NR,NA,NA,HDD,AT,1989-10-01,1338.93
NR,NA,NA,HDD,AT,1990-01-01,1383.63
NR,NA,NA,HDD,AT,1990-04-01,607.62
NR,NA,NA,HDD,AT,1990-07-01,298.65
NR,NA,NA,HDD,AT,1990-10-01,1363.3899999999999
NR,NA,NA,HDD,AT,1991-01-01,1614.1799999999998
NR,NA,NA,HDD,AT,1991-04-01,780.7
NR,NA,NA,HDD,AT,1991-07-01,157.93
NR,NA,NA,HDD,AT,1991-10-01,1454.78
NR,NA,NA,HDD,AT,1992-01-01,1518.96
NR,NA,NA,HDD,AT,1992-04-01,540.55
NR,NA,NA,HDD,AT,1992-07-01,154.43
NR,NA,NA,HDD,AT,1992-10-01,1381.38
NR,NA,NA,HDD,AT,1993-01-01,1613.18
NR,NA,NA,HDD,AT,1993-04-01,477.74
NR,NA,NA,HDD,AT,1993-07-01,295.89
NR,NA,NA,HDD,AT,1993-10-01,1379.3600000000001
NR,NA,NA,HDD,AT,1994-01-01,1401.27
NR,NA,NA,HDD,AT,1994-04-01,594.17
NR,NA,NA,HDD,AT,1994-07-01,144.69
NR,NA,NA,HDD,AT,1994-10-01,1227.35
NR,NA,NA,HDD,AT,1995-01-01,1577.32
NR,NA,NA,HDD,AT,1995-04-01,606.09
NR,NA,NA,HDD,AT,1995-07-01,259.71000000000004
NR,NA,NA,HDD,AT,1995-10-01,1355.92
NR,NA,NA,HDD,AT,1996-01-01,1837.75
NR,NA,NA,HDD,AT,1996-04-01,547.0799999999999
NR,NA,NA,HDD,AT,1996-07-01,362.37
NR,NA,NA,HDD,AT,1996-10-01,1372.19
NR,NA,NA,HDD,AT,1997-01-01,1516.46
NR,NA,NA,HDD,AT,1997-04-01,625.53
NR,NA,NA,HDD,AT,1997-07-01,207.13
NR,NA,NA,HDD,AT,1997-10-01,1335.74
NR,NA,NA,HDD,AT,1998-01-01,1466.0700000000002
NR,NA,NA,HDD,AT,1998-04-01,528.0799999999999
NR,NA,NA,HDD,AT,1998-07-01,261.99
NR,NA,NA,HDD,AT,1998-10-01,1458.54
NR,NA,NA,HDD,AT,1999-01-01,1583.76
NR,NA,NA,HDD,AT,1999-04-01,533.4300000000001
NR,NA,NA,HDD,AT,1999-07-01,153.22
NR,NA,NA,HDD,AT,1999-10-01,1399.77
NR,NA,NA,HDD,AT,2000-01-01,1586.71
NR,NA,NA,HDD,AT,2000-04-01,420.34000000000003
NR,NA,NA,HDD,AT,2000-07-01,239.60999999999999
NR,NA,NA,HDD,AT,2000-10-01,1162.31
NR,NA,NA,HDD,AT,2001-01-01,1491.6699999999998
NR,NA,NA,HDD,AT,2001-04-01,585.7
NR,NA,NA,HDD,AT,2001-07-01,288.21000000000004
NR,NA,NA,HDD,AT,2001-10-01,1381.51
NR,NA,NA,HDD,AT,2002-01-01,1446.35
NR,NA,NA,HDD,AT,2002-04-01,503.14
NR,NA,NA,HDD,AT,2002-07-01,259.37
NR,NA,NA,HDD,AT,2002-10-01,1271.9299999999998
NR,NA,NA,HDD,AT,2003-01-01,1697.05
NR,NA,NA,HDD,AT,2003-04-01,459.8
NR,NA,NA,HDD,AT,2003-07-01,182.91
NR,NA,NA,HDD,AT,2003-10-01,1363.85
NR,NA,NA,HDD,AT,2004-01-01,1666.54
NR,NA,NA,HDD,AT,2004-04-01,594.7
NR,NA,NA,HDD,AT,2004-07-01,219.61
NR,NA,NA,HDD,AT,2004-10-01,1256.89
NR,NA,NA,HDD,AT,2005-01-01,1708.11
NR,NA,NA,HDD,AT,2005-04-01,533.4200000000001
NR,NA,NA,HDD,AT,2005-07-01,237.49
NR,NA,NA,HDD,AT,2005-10-01,1374.59
NR,NA,NA,HDD,AT,2006-01-01,1802.4699999999998
NR,NA,NA,HDD,AT,2006-04-01,564.45
NR,NA,NA,HDD,AT,2006-07-01,166.56
NR,NA,NA,HDD,AT,2006-10-01,1115.8700000000001
NR,NA,NA,HDD,AT,2007-01-01,1295.97
NR,NA,NA,HDD,AT,2007-04-01,379.11
NR,NA,NA,HDD,AT,2007-07-01,279.33
NR,NA,NA,HDD,AT,2007-10-01,1408.87
NR,NA,NA,HDD,AT,2008-01-01,1430.8200000000002
NR,NA,NA,HDD,AT,2008-04-01,513.0899999999999
NR,NA,NA,HDD,AT,2008-07-01,262.51
NR,NA,NA,HDD,AT,2008-10-01,1238.01
NR,NA,NA,HDD,AT,2009-01-01,1661.15
NR,NA,NA,HDD,AT,2009-04-01,426.76
NR,NA,NA,HDD,AT,2009-07-01,137.78
NR,NA,NA,HDD,AT,2009-10-01,1279.15
NR,NA,NA,HDD,AT,2010-01-01,1682.62
NR,NA,NA,HDD,AT,2010-04-01,553.14
NR,NA,NA,HDD,AT,2010-07-01,251.34
NR,NA,NA,HDD,AT,2010-10-01,1418.7800000000002
NR,NA,NA,HDD,AT,2011-01-01,1531.2199999999998
NR,NA,NA,HDD,AT,2011-04-01,432.65
NR,NA,NA,HDD,AT,2011-07-01,167.39
NR,NA,NA,HDD,AT,2011-10-01,1278.02
NR,NA,NA,HDD,AT,2012-01-01,1598.62
NR,NA,NA,HDD,AT,2012-04-01,498.95
NR,NA,NA,HDD,AT,2012-07-01,179
NR,NA,NA,HDD,AT,2012-10-01,1276.28
NR,NA,NA,HDD,AT,2013-01-01,1666.08
NR,NA,NA,HDD,AT,2013-04-01,561.4200000000001
NR,NA,NA,HDD,AT,2013-07-01,190.33
NR,NA,NA,HDD,AT,2013-10-01,1217.6
NR,NA,NA,HDD,AT,2014-01-01,1322.6100000000001
NR,NA,NA,HDD,AT,2014-04-01,504.97999999999996
NR,NA,NA,HDD,AT,2014-07-01,219.5
NR,NA,NA,HDD,AT,2014-10-01,1079.8899999999999
NR,NA,NA,HDD,AT,2015-01-01,1491.37
NR,NA,NA,HDD,AT,2015-04-01,507.49
NR,NA,NA,HDD,AT,2015-07-01,192.63
NR,NA,NA,HDD,AT,2015-10-01,1124.93
NR,NA,NA,HDD,AT,2016-01-01,1460.85
NR,NA,NA,HDD,AT,2016-04-01,509.28
NR,NA,NA,HDD,AT,2016-07-01,149.15
NR,NA,NA,HDD,AT,2016-10-01,1300.02
NR,NA,NA,HDD,AT,2017-01-01,1520.4499999999998
NR,NA,NA,HDD,AT,2017-04-01,479.22
NR,NA,NA,HDD,AT,2017-07-01,235.05
NR,NA,NA,HDD,AT,2017-10-01,1263.35
NR,NA,NA,HDD,AT,2018-01-01,1610.28
NR,NA,NA,HDD,AT,2018-04-01,298.51
NR,NA,NA,HDD,AT,2018-07-01,132.27
NR,NA,NA,HDD,AT,2018-10-01,1152.5900000000001
NR,NA,NA,HDD,AT,2019-01-01,1449
NR,NA,NA,HDD,AT,2019-04-01,536.36
NR,NA,NA,HDD,AT,2019-07-01,151.9
NR,NA,NA,HDD,AT,2019-10-01,1142.24
NR,NA,NA,HDD,AT,2020-01-01,1410.3
NR,NA,NA,HDD,AT,2020-04-01,505.59000000000003
NR,NA,NA,HDD,AT,2020-07-01,152.95000000000002
NR,NA,NA,HDD,AT,2020-10-01,1253.53
NR,NA,NA,HDD,AT,2021-01-01,1533.77
NR,NA,NA,HDD,AT,2021-04-01,632.1
NR,NA,NA,HDD,AT,2021-07-01,172.71
NR,NA,NA,HDD,AT,2021-10-01,1294.8600000000001
NR,NA,NA,HDD,AT,2022-01-01,1443.72
NR,NA,NA,HDD,AT,2022-04-01,458.34000000000003
NR,NA,NA,HDD,AT,2022-07-01,192.69
NR,NA,NA,HDD,AT,2022-10-01,1134.06
NR,NA,NA,HDD,AT,2023-01-01,1381.71
NR,NA,NA,HDD,AT,2023-04-01,552.5
NR,NA,NA,HDD,AT,2023-07-01,100.59
NR,NA,NA,HDD,AT,2023-10-01,1112.8400000000001
NA,NA,NA,EmiCO2Combustion,AT,2000-01-01,24673.626320930474
NA,NA,NA,EmiCO2Combustion,AT,2000-04-01,15554.798709446142
NA,NA,NA,EmiCO2Combustion,AT,2000-07-01,13996.04521511649
NA,NA,NA,EmiCO2Combustion,AT,2000-10-01,21336.76245815405
NA,NA,NA,EmiCO2Combustion,AT,2001-01-01,24912.871707626044
NA,NA,NA,EmiCO2Combustion,AT,2001-04-01,16971.563828171675
NA,NA,NA,EmiCO2Combustion,AT,2001-07-01,14664.109569706052
NA,NA,NA,EmiCO2Combustion,AT,2001-10-01,24514.093401749706
NA,NA,NA,EmiCO2Combustion,AT,2002-01-01,25311.24847996366
NA,NA,NA,EmiCO2Combustion,AT,2002-04-01,17353.94788497378
NA,NA,NA,EmiCO2Combustion,AT,2002-07-01,15188.795420257306
NA,NA,NA,EmiCO2Combustion,AT,2002-10-01,23592.836904485994
NA,NA,NA,EmiCO2Combustion,AT,2003-01-01,27434.29929687166
NA,NA,NA,EmiCO2Combustion,AT,2003-04-01,17848.62542977599
NA,NA,NA,EmiCO2Combustion,AT,2003-07-01,16391.252959063033
NA,NA,NA,EmiCO2Combustion,AT,2003-10-01,25427.24654839848
NA,NA,NA,EmiCO2Combustion,AT,2004-01-01,27695.4831289532
NA,NA,NA,EmiCO2Combustion,AT,2004-04-01,19501.211544998598
NA,NA,NA,EmiCO2Combustion,AT,2004-07-01,16571.71967169555
NA,NA,NA,EmiCO2Combustion,AT,2004-10-01,24821.633826570003
NA,NA,NA,EmiCO2Combustion,AT,2005-01-01,28593.820111945817
NA,NA,NA,EmiCO2Combustion,AT,2005-04-01,19638.433427276705
NA,NA,NA,EmiCO2Combustion,AT,2005-07-01,17199.150174899478
NA,NA,NA,EmiCO2Combustion,AT,2005-10-01,26411.18464040323
NA,NA,NA,EmiCO2Combustion,AT,2006-01-01,29777.992779575423
NA,NA,NA,EmiCO2Combustion,AT,2006-04-01,19582.40292253934
NA,NA,NA,EmiCO2Combustion,AT,2006-07-01,17409.42147441194
NA,NA,NA,EmiCO2Combustion,AT,2006-10-01,24959.47005501207
NA,NA,NA,EmiCO2Combustion,AT,2007-01-01,26399.924655599498
NA,NA,NA,EmiCO2Combustion,AT,2007-04-01,19042.02324087775
NA,NA,NA,EmiCO2Combustion,AT,2007-07-01,18026.31190713235
NA,NA,NA,EmiCO2Combustion,AT,2007-10-01,26897.94820720223
NA,NA,NA,EmiCO2Combustion,AT,2008-01-01,27552.27420086113
NA,NA,NA,EmiCO2Combustion,AT,2008-04-01,19453.24118921789
NA,NA,NA,EmiCO2Combustion,AT,2008-07-01,17923.976017538844
NA,NA,NA,EmiCO2Combustion,AT,2008-10-01,25743.495241552002
NA,NA,NA,EmiCO2Combustion,AT,2009-01-01,26767.488929627038
NA,NA,NA,EmiCO2Combustion,AT,2009-04-01,17935.423080134817
NA,NA,NA,EmiCO2Combustion,AT,2009-07-01,15969.210222546037
NA,NA,NA,EmiCO2Combustion,AT,2009-10-01,24834.252987965756
NA,NA,NA,EmiCO2Combustion,AT,2010-01-01,28345.2293171699
NA,NA,NA,EmiCO2Combustion,AT,2010-04-01,20175.181841539314
NA,NA,NA,EmiCO2Combustion,AT,2010-07-01,17998.164077238005
NA,NA,NA,EmiCO2Combustion,AT,2010-10-01,26931.523236959925
NA,NA,NA,EmiCO2Combustion,AT,2011-01-01,28397.73821161806
NA,NA,NA,EmiCO2Combustion,AT,2011-04-01,20106.24507928759
NA,NA,NA,EmiCO2Combustion,AT,2011-07-01,17209.85295740959
NA,NA,NA,EmiCO2Combustion,AT,2011-10-01,25591.249417220817
NA,NA,NA,EmiCO2Combustion,AT,2012-01-01,27498.67512379707
NA,NA,NA,EmiCO2Combustion,AT,2012-04-01,19171.19784664709
NA,NA,NA,EmiCO2Combustion,AT,2012-07-01,16880.620988035756
NA,NA,NA,EmiCO2Combustion,AT,2012-10-01,25664.86873139199
NA,NA,NA,EmiCO2Combustion,AT,2013-01-01,28287.324198410635
NA,NA,NA,EmiCO2Combustion,AT,2013-04-01,19660.410090418667
NA,NA,NA,EmiCO2Combustion,AT,2013-07-01,17189.200735430968
NA,NA,NA,EmiCO2Combustion,AT,2013-10-01,24950.06152970338
NA,NA,NA,EmiCO2Combustion,AT,2014-01-01,25094.361243643278
NA,NA,NA,EmiCO2Combustion,AT,2014-04-01,19144.71157855556
NA,NA,NA,EmiCO2Combustion,AT,2014-07-01,16933.61140391514
NA,NA,NA,EmiCO2Combustion,AT,2014-10-01,24257.888363814236
NA,NA,NA,EmiCO2Combustion,AT,2015-01-01,26312.607842104233
NA,NA,NA,EmiCO2Combustion,AT,2015-04-01,18887.886612933737
NA,NA,NA,EmiCO2Combustion,AT,2015-07-01,17006.763172612365
NA,NA,NA,EmiCO2Combustion,AT,2015-10-01,24820.609159485713
NA,NA,NA,EmiCO2Combustion,AT,2016-01-01,26069.093969772905
NA,NA,NA,EmiCO2Combustion,AT,2016-04-01,19248.600020110236
NA,NA,NA,EmiCO2Combustion,AT,2016-07-01,16508.348359709027
NA,NA,NA,EmiCO2Combustion,AT,2016-10-01,26226.625661188664
NA,NA,NA,EmiCO2Combustion,AT,2017-01-01,26959.436561387323
NA,NA,NA,EmiCO2Combustion,AT,2017-04-01,20194.32699327079
NA,NA,NA,EmiCO2Combustion,AT,2017-07-01,18166.35413022491
NA,NA,NA,EmiCO2Combustion,AT,2017-10-01,25107.571624736185
NA,NA,NA,EmiCO2Combustion,AT,2018-01-01,26650.742834674882
NA,NA,NA,EmiCO2Combustion,AT,2018-04-01,18649.093548094443
NA,NA,NA,EmiCO2Combustion,AT,2018-07-01,16812.18427507161
NA,NA,NA,EmiCO2Combustion,AT,2018-10-01,24278.36530603704
NA,NA,NA,EmiCO2Combustion,AT,2019-01-01,27115.453243949665
NA,NA,NA,EmiCO2Combustion,AT,2019-04-01,19020.873718175164
NA,NA,NA,EmiCO2Combustion,AT,2019-07-01,17274.614851213668
NA,NA,NA,EmiCO2Combustion,AT,2019-10-01,24549.86460503724
NA,NA,NA,EmiCO2Combustion,AT,2020-01-01,24092.53061585289
NA,NA,NA,EmiCO2Combustion,AT,2020-04-01,17676.077871540583
NA,NA,NA,EmiCO2Combustion,AT,2020-07-01,15971.360697561242
NA,NA,NA,EmiCO2Combustion,AT,2020-10-01,22167.221152267306
NA,NA,NA,EmiCO2Combustion,AT,2021-01-01,25492.321935140622
NA,NA,NA,EmiCO2Combustion,AT,2021-04-01,17835.289629501433
NA,NA,NA,EmiCO2Combustion,AT,2021-07-01,16146.789344276965
NA,NA,NA,EmiCO2Combustion,AT,2021-10-01,22978.274815365097
